level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
5	1	5	1	11	0	56.69	421.40	230.98	9.96	100	することができた．また，文書中の情報から解答で
4	1	5	1	12	0	56.693000	436.341560	230.982212	9.963000	-1	###LINE###
5	1	5	1	12	0	56.69	436.34	230.98	9.96	100	きない質問を学習することにより，モデルのハルシ
4	1	5	1	13	0	56.693000	451.284560	209.223000	9.963000	-1	###LINE###
5	1	5	1	13	0	56.69	451.28	209.22	9.96	100	ネーション抑制に有効であることを確認した．
3	1	6	0	0	0	56.693000	474.425081	7.289716	12.416117	-1	###FLOW###
4	1	6	0	0	0	56.693000	474.425081	7.289716	12.416117	-1	###LINE###
5	1	6	0	0	0	56.69	474.43	7.29	12.42	100	1
3	1	7	0	0	0	77.930000	471.708760	55.792000	13.948000	-1	###FLOW###
4	1	7	0	0	0	77.930000	471.708760	55.792000	13.948000	-1	###LINE###
5	1	7	0	0	0	77.93	471.71	55.79	13.95	100	はじめに
3	1	8	0	0	0	56.693000	496.116560	230.982824	250.032411	-1	###FLOW###
4	1	8	0	0	0	66.656000	496.116560	221.019172	9.963000	-1	###LINE###
5	1	8	0	0	0	66.66	496.12	221.02	9.96	100	視覚的なコンテンツとテキストとの双方を
4	1	8	0	1	0	56.693000	511.060560	230.982212	9.963000	-1	###LINE###
5	1	8	0	1	0	56.69	511.06	9.96	9.96	100	含
5	1	8	0	1	1	67.86	511.06	9.96	9.96	100	む
5	1	8	0	1	2	79.03	511.06	9.96	9.96	100	文
5	1	8	0	1	3	90.21	511.06	9.96	9.96	100	書
5	1	8	0	1	4	101.38	511.06	9.96	9.96	100	へ
5	1	8	0	1	5	112.55	511.06	9.96	9.96	100	の
5	1	8	0	1	6	123.72	511.06	9.96	9.96	100	質
5	1	8	0	1	7	134.89	511.06	9.96	9.96	100	問
5	1	8	0	1	8	146.07	511.06	9.96	9.96	100	に
5	1	8	0	1	9	157.24	511.06	9.96	9.96	100	解
5	1	8	0	1	10	168.41	511.06	9.96	9.96	100	答
5	1	8	0	1	11	179.59	511.06	9.96	9.96	100	す
5	1	8	0	1	12	190.76	511.06	9.96	9.96	100	る
5	1	8	0	1	13	201.92	511.06	9.96	9.96	100	課
5	1	8	0	1	14	213.10	511.06	9.96	9.96	100	題
5	1	8	0	1	15	224.27	511.06	29.89	9.96	100	は，文
5	1	8	0	1	16	255.38	511.06	9.96	9.96	100	書
5	1	8	0	1	17	266.54	511.06	9.96	9.96	100	画
5	1	8	0	1	18	277.71	511.06	9.96	9.96	100	像
4	1	8	0	2	0	56.693000	526.004560	230.978769	10.929411	-1	###LINE###
5	1	8	0	2	0	56.69	526.00	42.75	9.96	100	質問応答
5	1	8	0	2	1	102.90	527.97	44.82	8.97	100	(Document
5	1	8	0	2	2	150.98	527.97	24.90	8.97	100	VQA)
5	1	8	0	2	3	179.34	526.00	108.33	9.96	100	として注目を集めてい
4	1	8	0	3	0	56.693000	540.948560	230.979467	10.929411	-1	###LINE###
5	1	8	0	3	0	56.69	540.95	9.96	9.96	100	る
5	1	8	0	3	1	69.52	542.91	10.79	8.97	100	[1,
5	1	8	0	3	2	83.18	542.91	7.47	8.97	100	2,
5	1	8	0	3	3	93.52	542.91	7.47	8.97	100	3,
5	1	8	0	3	4	103.87	542.91	183.81	8.97	100	4]．また，学校の理科教材として使われ
4	1	8	0	4	0	56.693000	555.892560	230.982102	9.963000	-1	###LINE###
5	1	8	0	4	0	56.69	555.89	230.98	9.96	100	るダイアグラムにアノテーションや質問応答を付
4	1	8	0	5	0	56.693000	570.836560	230.982824	10.929411	-1	###LINE###
5	1	8	0	5	0	56.69	570.84	31.06	9.96	100	与した
5	1	8	0	5	1	90.84	572.80	22.69	8.97	100	AI2D
5	1	8	0	5	2	116.48	572.80	11.62	8.97	100	[5]
5	1	8	0	5	3	131.18	570.84	156.50	9.96	100	や，中学校理科テキストブックへ
4	1	8	0	6	0	56.693000	585.780560	230.979553	10.929411	-1	###LINE###
5	1	8	0	6	0	56.69	585.78	50.35	9.96	100	の質問応答
5	1	8	0	6	1	109.67	587.74	20.47	8.97	100	TQA
5	1	8	0	6	2	132.74	587.74	11.62	8.97	100	[6]
5	1	8	0	6	3	146.99	585.78	140.69	9.96	100	などを筆頭に，グラフ読取，幾
4	1	8	0	7	0	56.693000	600.724560	230.982192	9.963000	-1	###LINE###
5	1	8	0	7	0	56.69	600.72	230.98	9.96	100	何学，科学などの分野で，図表やテキストを入力
4	1	8	0	8	0	56.693000	615.668560	230.982102	9.963000	-1	###LINE###
5	1	8	0	8	0	56.69	615.67	230.98	9.96	100	とした複雑な推論を志向した研究とも深く関連す
4	1	8	0	9	0	56.693000	630.612560	230.978980	10.929411	-1	###LINE###
5	1	8	0	9	0	56.69	630.61	9.96	9.96	100	る
5	1	8	0	9	1	69.51	632.58	10.79	8.97	100	[7,
5	1	8	0	9	2	83.15	632.58	7.47	8.97	100	8,
5	1	8	0	9	3	93.47	632.58	7.47	8.97	100	9,
5	1	8	0	9	4	103.79	632.58	12.45	8.97	100	10,
5	1	8	0	9	5	119.10	632.58	168.57	8.97	100	11]．図表を含む文書は社会のあらゆ
4	1	8	0	10	0	56.693000	645.556560	230.982212	9.963000	-1	###LINE###
5	1	8	0	10	0	56.69	645.56	230.98	9.96	100	る場面で使用されており，実応用としても非常に
4	1	8	0	11	0	56.693000	660.500560	230.982267	10.929411	-1	###LINE###
5	1	8	0	11	0	56.69	660.50	134.84	9.96	100	重要である．昨今は，OpenAI
5	1	8	0	11	1	194.44	662.46	18.82	8.97	100	GPT
5	1	8	0	11	2	216.16	662.46	16.60	8.97	100	[12]
5	1	8	0	11	3	235.78	660.50	51.90	9.96	100	に代表され
4	1	8	0	12	0	56.693000	675.443560	230.978141	9.963000	-1	###LINE###
5	1	8	0	12	0	56.69	675.44	230.98	9.96	100	る大規模言語モデル（LLM）やマルチモーダルな
4	1	8	0	13	0	56.693000	690.387560	230.975704	10.929411	-1	###LINE###
5	1	8	0	13	0	56.69	690.39	96.95	9.96	100	入力が可能なモデル
5	1	8	0	13	1	156.87	692.35	15.77	8.97	100	[13,
5	1	8	0	13	2	175.86	692.35	13.28	8.97	100	14]
5	1	8	0	13	3	192.54	690.39	95.13	9.96	100	が急速に発展し，社
4	1	8	0	14	0	56.693000	705.331560	230.982212	9.963000	-1	###LINE###
5	1	8	0	14	0	56.69	705.33	230.98	9.96	100	会実装が進むに伴い，様々なチューニング用や評
4	1	8	0	15	0	56.693000	720.275560	230.982102	9.963000	-1	###LINE###
5	1	8	0	15	0	56.69	720.28	230.98	9.96	100	価用のテキストデータセットが提案されてきてい
4	1	8	0	16	0	56.693000	735.219560	230.979387	10.929411	-1	###LINE###
5	1	8	0	16	0	56.69	735.22	9.96	9.96	100	る
5	1	8	0	16	1	69.29	737.18	15.77	8.97	100	[15,
5	1	8	0	16	2	87.69	737.18	12.45	8.97	100	16,
5	1	8	0	16	3	102.77	737.18	184.90	8.97	100	17]．しかしながら，テキスト情報だけで
3	1	9	0	0	0	307.601000	227.126560	235.963652	518.056000	-1	###FLOW###
4	1	9	0	0	0	307.601000	227.126560	230.982212	9.963000	-1	###LINE###
5	1	9	0	0	0	307.60	227.13	230.98	9.96	100	なく視覚的な情報を必要とする質問応答のチューニ
4	1	9	0	1	0	307.601000	242.070560	230.982212	9.963000	-1	###LINE###
5	1	9	0	1	0	307.60	242.07	230.98	9.96	100	ング用データセットはまだ十分でなく，特に英語以
4	1	9	0	2	0	307.601000	257.013560	230.982212	9.963000	-1	###LINE###
5	1	9	0	2	0	307.60	257.01	230.98	9.96	100	外の言語での視覚的な公開データセットは，大学入
4	1	9	0	3	0	307.601000	271.957560	230.801000	10.929411	-1	###LINE###
5	1	9	0	3	0	307.60	271.96	29.89	9.96	100	試分野
5	1	9	0	3	1	339.98	273.92	16.60	8.97	100	[18]
5	1	9	0	3	2	359.07	271.96	179.33	9.96	100	などを除けば非常に稀有な存在である．
4	1	9	0	4	0	317.563000	286.901560	221.019132	9.963000	-1	###LINE###
5	1	9	0	4	0	317.56	286.90	221.02	9.96	100	本研究では，グラフ，表，地図，日本語の縦書き
4	1	9	0	5	0	307.601000	301.845560	230.982102	9.963000	-1	###LINE###
5	1	9	0	5	0	307.60	301.85	230.98	9.96	100	横書き混在等の視覚的な情報とテキスト情報の両
4	1	9	0	6	0	307.601000	316.789560	230.982102	9.963000	-1	###LINE###
5	1	9	0	6	0	307.60	316.79	230.98	9.96	100	方を参照しなければ解答できない質問応答データ
4	1	9	0	7	0	307.601000	331.733560	230.979521	10.809855	-1	###LINE###
5	1	9	0	7	0	307.60	331.73	30.33	9.96	100	セット
5	1	9	0	7	1	340.65	333.77	36.52	8.78	100	JDocQA
5	1	9	0	7	2	379.89	331.73	95.53	9.96	100	を提案する．JDocQA
5	1	9	0	7	3	478.14	331.73	60.45	9.96	100	は，オープン
4	1	9	0	8	0	307.601000	346.677560	235.958782	10.929411	-1	###LINE###
5	1	9	0	8	0	307.60	346.68	70.90	9.96	100	アクセス可能な
5	1	9	0	8	1	381.19	348.64	18.27	8.97	100	PDF
5	1	9	0	8	2	402.15	346.68	141.41	9.96	100	形式の文書で構成され，経済，
4	1	9	0	9	0	307.601000	361.621560	230.982172	9.963000	-1	###LINE###
5	1	9	0	9	0	307.60	361.62	230.98	9.96	100	教育，農業，歴史，文化など多岐にわたる分野を網
4	1	9	0	10	0	307.601000	376.565560	230.982000	9.963000	-1	###LINE###
5	1	9	0	10	0	307.60	376.57	218.44	9.96	100	羅し，レポート，スライド，パンフレット，Web
5	1	9	0	10	1	528.62	376.57	9.96	9.96	100	サ
4	1	9	0	11	0	307.601000	391.509560	230.982212	9.963000	-1	###LINE###
5	1	9	0	11	0	307.60	391.51	230.98	9.96	100	イト，縦書き等の様々な形式の文書を提供するデー
4	1	9	0	12	0	307.601000	406.453560	230.979227	10.929411	-1	###LINE###
5	1	9	0	12	0	307.60	406.45	120.66	9.96	100	タセットである．提案する
5	1	9	0	12	1	430.88	408.42	34.86	8.97	100	JDocQA
5	1	9	0	12	2	468.35	406.45	70.23	9.96	100	は，日本語文書
4	1	9	0	13	0	307.601000	421.397560	230.982102	9.963000	-1	###LINE###
5	1	9	0	13	0	307.60	421.40	230.98	9.96	100	に特化した質問応答のチューニング用データセッ
4	1	9	0	14	0	307.601000	436.341560	230.982212	9.963000	-1	###LINE###
5	1	9	0	14	0	307.60	436.34	230.98	9.96	100	トしても使用することができ，高性能な日本語質問
4	1	9	0	15	0	307.601000	451.284560	230.982192	9.963000	-1	###LINE###
5	1	9	0	15	0	307.60	451.28	230.98	9.96	100	応答モデルの作成が期待できる．また，本研究で
4	1	9	0	16	0	307.601000	466.228560	230.988194	9.963000	-1	###LINE###
5	1	9	0	16	0	307.60	466.23	40.96	9.96	100	は，LLM
5	1	9	0	16	1	351.50	466.23	187.09	9.96	100	が事実に基づかない情報を生成するハル
4	1	9	0	17	0	307.601000	481.172560	230.982212	9.963000	-1	###LINE###
5	1	9	0	17	0	307.60	481.17	230.98	9.96	100	シネーションに対処するため，文書中の情報だけで
4	1	9	0	18	0	307.601000	496.116560	230.981115	10.929411	-1	###LINE###
5	1	9	0	18	0	307.60	496.12	180.75	9.96	100	は解答できない質問を全データセットの
5	1	9	0	18	1	490.93	498.08	4.98	8.97	100	1
5	1	9	0	18	2	498.48	496.12	40.10	9.96	100	割程度作
4	1	9	0	19	0	307.601000	511.060560	230.982212	9.963000	-1	###LINE###
5	1	9	0	19	0	307.60	511.06	230.98	9.96	100	成し，このデータを使って追加で学習する方法を提
4	1	9	0	20	0	307.601000	526.004560	230.976438	10.929411	-1	###LINE###
5	1	9	0	20	0	307.60	526.00	101.85	9.96	100	案する．複数の日本語
5	1	9	0	20	1	412.26	527.97	21.03	8.97	100	LLM
5	1	9	0	20	2	436.10	526.00	102.48	9.96	100	や画像を入力とするマ
4	1	9	0	21	0	307.601000	540.948560	230.973972	10.929411	-1	###LINE###
5	1	9	0	21	0	307.60	540.95	62.51	9.96	100	ルチモーダル
5	1	9	0	21	1	373.15	542.91	21.03	8.97	100	LLM
5	1	9	0	21	2	397.22	540.95	96.83	9.96	100	を使用して，JDocQA
5	1	9	0	21	3	497.09	540.95	41.49	9.96	100	のベンチ
4	1	9	0	22	0	307.601000	555.892560	199.260000	9.963000	-1	###LINE###
5	1	9	0	22	0	307.60	555.89	199.26	9.96	100	マーキングと提案手法の有効性を検証する．
4	1	9	0	23	0	317.563000	570.836560	221.020000	9.963000	-1	###LINE###
5	1	9	0	23	0	317.56	570.84	208.67	9.96	100	本論文の貢献は以下のようにまとめられる．(i)
5	1	9	0	23	1	528.62	570.84	9.96	9.96	100	テ
4	1	9	0	24	0	307.601000	585.780560	230.982112	9.963000	-1	###LINE###
5	1	9	0	24	0	307.60	585.78	230.98	9.96	100	キストと図・表・縦書きなどの視覚情報の両方を理
4	1	9	0	25	0	307.601000	600.724560	230.982102	9.963000	-1	###LINE###
5	1	9	0	25	0	307.60	600.72	230.98	9.96	100	解しなければ解答できない質問応答データセット
4	1	9	0	26	0	307.601000	615.668560	230.983537	10.929411	-1	###LINE###
5	1	9	0	26	0	307.60	617.63	34.86	8.97	100	JDocQA
5	1	9	0	26	1	344.50	615.67	70.16	9.96	100	を提案した，(ii)
5	1	9	0	26	2	416.79	615.67	49.82	9.96	100	日本語対応
5	1	9	0	26	3	468.65	617.63	21.03	8.97	100	LLM
5	1	9	0	26	4	491.72	615.67	9.96	9.96	100	に
5	1	9	0	26	5	503.72	617.63	34.86	8.97	100	JDocQA
4	1	9	0	27	0	307.601000	630.612560	230.982637	10.929411	-1	###LINE###
5	1	9	0	27	0	307.60	630.61	174.44	9.96	100	を学習させることで，ゼロショットの
5	1	9	0	27	1	484.89	632.58	32.09	8.97	100	OpenAI
5	1	9	0	27	2	519.76	632.58	18.82	8.97	100	GPT
4	1	9	0	28	0	307.601000	645.555560	230.982000	10.929411	-1	###LINE###
5	1	9	0	28	0	307.60	645.56	194.94	9.96	100	と比べ高い性能を示すことを確認した，(iii)
5	1	9	0	28	1	505.06	647.52	21.03	8.97	100	LLM
5	1	9	0	28	2	528.62	645.56	9.96	9.96	100	の
4	1	9	0	29	0	307.601000	660.499560	230.982212	9.963000	-1	###LINE###
5	1	9	0	29	0	307.60	660.50	230.98	9.96	100	ハルシネーションを防ぐため，文書中の情報では解
4	1	9	0	30	0	307.601000	675.443560	230.982572	9.963000	-1	###LINE###
5	1	9	0	30	0	307.60	675.44	230.98	9.96	100	答できない質問（解答不能問題）を作問した，(iv)
4	1	9	0	31	0	307.601000	690.387560	235.963652	9.963000	-1	###LINE###
5	1	9	0	31	0	307.60	690.39	235.96	9.96	100	解答不能問題を含む全データを学習させた場合と，
4	1	9	0	32	0	307.601000	705.331560	230.982212	9.963000	-1	###LINE###
5	1	9	0	32	0	307.60	705.33	230.98	9.96	100	解答不能問題を含まないデータで学習させた場合と
4	1	9	0	33	0	307.601000	720.275560	230.982212	9.963000	-1	###LINE###
5	1	9	0	33	0	307.60	720.28	230.98	9.96	100	を比較し，前者がハルシネーションの抑制に有効で
4	1	9	0	34	0	307.601000	735.219560	99.630000	9.963000	-1	###LINE###
5	1	9	0	34	0	307.60	735.22	99.63	9.96	100	あることを確認した．
3	1	10	0	0	0	277.250000	804.719000	40.500000	9.000000	-1	###FLOW###
4	1	10	0	0	0	277.250000	804.719000	40.500000	9.000000	-1	###LINE###
5	1	10	0	0	0	277.25	804.72	9.00	9.00	100	―
5	1	10	0	0	1	290.75	804.72	13.50	9.00	100	691
5	1	10	0	0	2	308.75	804.72	9.00	9.00	100	―
3	1	11	0	0	0	342.000000	804.618000	178.388000	13.545000	-1	###FLOW###
4	1	11	0	0	0	342.000000	804.618000	178.388000	6.545000	-1	###LINE###
5	1	11	0	0	0	342.00	804.62	14.39	6.54	100	This
5	1	11	0	0	1	358.34	804.62	16.21	6.54	100	work
5	1	11	0	0	2	376.49	804.62	5.45	6.54	100	is
5	1	11	0	0	3	383.88	804.62	26.05	6.54	100	licensed
5	1	11	0	0	4	411.88	804.62	7.65	6.54	100	by
5	1	11	0	0	5	421.48	804.62	10.50	6.54	100	the
5	1	11	0	0	6	433.92	804.62	29.68	6.54	100	author(s)
5	1	11	0	0	7	465.55	804.62	19.18	6.54	100	under
5	1	11	0	0	8	486.68	804.62	10.11	6.54	100	CC
5	1	11	0	0	9	498.73	804.62	9.98	6.54	100	BY
5	1	11	0	0	10	510.66	804.62	9.73	6.54	100	4.0
4	1	11	0	1	0	343.946000	811.618000	148.050000	6.545000	-1	###LINE###
5	1	11	0	1	0	343.95	811.62	148.05	6.54	100	(https://creativecommons.org/licenses/by/4.0/).
1	2	0	0	0	0	343.946000	811.618000	595.280000	841.890000	-1	###PAGE###
3	2	0	0	0	0	80.187349	83.421920	72.721905	11.493105	-1	###FLOW###
4	2	0	0	0	0	80.187349	83.421920	72.721905	11.493105	-1	###LINE###
5	2	0	0	0	0	80.19	84.82	11.04	10.09	100	(1)
5	2	0	0	0	1	93.74	83.42	59.17	11.48	100	はい/いいえ形式
3	2	1	0	0	0	200.801308	83.421920	67.765950	11.493105	-1	###FLOW###
4	2	1	0	0	0	200.801308	83.421920	67.765950	11.493105	-1	###LINE###
5	2	1	0	0	0	200.80	84.82	11.04	10.09	100	(2)
5	2	1	0	0	1	214.35	83.42	54.21	11.48	100	事実抽出形式
3	2	2	0	0	0	327.703240	83.542393	49.695030	11.493105	-1	###FLOW###
4	2	2	0	0	0	327.703240	83.542393	49.695030	11.493105	-1	###LINE###
5	2	2	0	0	0	327.70	84.94	11.04	10.09	100	(3)
5	2	2	0	0	1	341.26	83.54	36.14	11.48	100	数量形式
3	2	3	0	0	0	441.582764	83.662866	67.765950	11.493105	-1	###FLOW###
4	2	3	0	0	0	441.582764	83.662866	67.765950	11.493105	-1	###LINE###
5	2	3	0	0	0	441.58	85.06	11.04	10.09	100	(4)
5	2	3	0	0	1	455.14	83.66	54.21	11.48	100	⾃由記述形式
3	2	4	0	0	0	61.912815	217.377640	107.663773	13.036160	-1	###FLOW###
4	2	4	0	0	0	61.912815	217.377640	107.663773	7.012520	-1	###LINE###
5	2	4	0	0	0	61.91	217.38	6.39	7.01	100	Q:
5	2	4	0	0	1	70.01	217.38	99.57	7.01	100	富⼠市ではシルバー⼈材センターを設けています
4	2	4	0	1	0	61.912815	223.401280	7.995930	7.012520	-1	###LINE###
5	2	4	0	1	0	61.91	223.40	8.00	7.01	100	か。
3	2	5	0	0	0	179.489971	217.377640	109.204319	13.036160	-1	###FLOW###
4	2	5	0	0	0	179.489971	217.377640	109.204319	7.012520	-1	###LINE###
5	2	5	0	0	0	179.49	217.38	6.39	7.01	100	Q:
5	2	5	0	0	1	187.58	217.38	101.11	7.01	100	名古屋駅から桜⼭キャンパスへ地下鉄で⾏くには
4	2	5	0	1	0	179.489971	223.401280	63.594173	7.012520	-1	###LINE###
5	2	5	0	1	0	179.49	223.40	63.59	7.01	100	どの路線を使ったらよいですか。
3	2	6	0	0	0	296.997082	207.378397	108.644371	32.552754	-1	###FLOW###
4	2	6	0	0	0	296.997082	207.378397	108.540920	7.045650	-1	###LINE###
5	2	6	0	0	0	297.00	208.31	5.36	6.11	100	Q:
5	2	6	0	0	1	303.59	207.38	101.95	7.01	100	ピアが、3時間以上の会議に1回出席し、シドニー
4	2	6	0	1	0	296.997082	213.883929	108.644371	7.012520	-1	###LINE###
5	2	6	0	1	0	297.00	213.88	108.64	7.01	100	に⼀泊する場合、審査パネル会議への参加に対する
4	2	6	0	2	0	296.997082	220.389460	106.963023	7.012520	-1	###LINE###
5	2	6	0	2	0	297.00	220.39	106.96	7.01	100	出席費と滞在費として受け取る⾦額はいくらになりま
4	2	6	0	3	0	296.997082	226.413100	106.721579	7.012520	-1	###LINE###
5	2	6	0	3	0	297.00	226.41	106.72	7.01	100	すか︖朝⾷、昼⾷、⼣⾷を1回ずつと諸費⽤も含む
4	2	6	0	4	0	296.997082	232.918631	19.227558	7.012520	-1	###LINE###
5	2	6	0	4	0	297.00	232.92	19.23	7.01	100	とします。
3	2	7	0	0	0	414.504093	214.124874	119.458719	19.662164	-1	###FLOW###
4	2	7	0	0	0	414.504093	214.124874	119.458719	7.012520	-1	###LINE###
5	2	7	0	0	0	414.50	214.12	6.39	7.01	100	Q:
5	2	7	0	0	1	422.60	214.12	111.36	7.01	100	NIIが開発したファイル転送プロトコルMMCFTPを⽤い
4	2	7	0	1	0	414.504093	220.148514	117.915254	7.012520	-1	###LINE###
5	2	7	0	1	0	414.50	220.15	117.92	7.01	100	て東京ーデンバー間で転送実験をした図によると、⻘⾊で
4	2	7	0	2	0	414.504093	226.774518	95.077629	7.012520	-1	###LINE###
5	2	7	0	2	0	414.50	226.77	95.08	7.01	100	結ばれているのはどのような国際通信ですか︖
3	2	8	0	0	0	61.498868	255.447045	20.648633	7.012520	-1	###FLOW###
4	2	8	0	0	0	61.498868	255.447045	20.648633	7.012520	-1	###LINE###
5	2	8	0	0	0	61.50	255.45	5.95	7.01	100	A:
5	2	8	0	0	1	69.15	255.45	12.99	7.01	100	いいえ
3	2	9	0	0	0	179.365282	255.928936	23.718082	7.012520	-1	###FLOW###
4	2	9	0	0	0	179.365282	255.928936	23.718082	7.012520	-1	###LINE###
5	2	9	0	0	0	179.37	255.93	5.95	7.01	100	A:
5	2	9	0	0	1	187.02	255.93	16.06	7.01	100	桜通線
3	2	10	0	0	0	414.504093	243.279292	118.209559	32.070863	-1	###FLOW###
4	2	10	0	0	0	414.504093	243.279292	116.663844	7.012520	-1	###LINE###
5	2	10	0	0	0	414.50	243.28	5.95	7.01	100	A:
5	2	10	0	0	1	422.16	243.28	109.01	7.01	100	図上で⻘⾊で⽰されている国際通信は、東京から⾹
4	2	10	0	1	0	414.504093	249.302932	117.540541	7.012520	-1	###LINE###
5	2	10	0	1	0	414.50	249.30	117.54	7.01	100	港を経由しシンガポールまでJGN/SingARENというネット
4	2	10	0	2	0	414.504093	255.808463	118.209559	7.012520	-1	###LINE###
